-0.1787914350122483,20.0,-0.1891130871147716,24.663,-0.1951086037243815,29.337,-0.19918327999098578,34.0,-0.20206073890282283,38.663,-0.20465318171048041,43.337,-0.20656179172253183,48.0,-0.20817156791167352,52.663,-0.20923941340436086,57.337,-0.21042798783733407,62.0,-0.2111193822517908,66.663,-0.211714240433958,71.337,-0.21294077708002862,76.0,-0.213303251266684,80.663,-0.21393247879367563,85.337,

-0.17876524796317747,20.0,-0.18921264590268683,24.663,-0.19516852685869782,29.337,-0.19925650700929848,34.0,-0.2020750588967964,38.663,-0.20450348678722682,43.337,-0.20664736466540315,48.0,-0.20791731109405098,52.663,-0.20937724324538065,57.337,-0.2102112847153193,62.0,-0.21114321918984455,66.663,-0.21189690757242524,71.337,-0.21248691055068278,76.0,-0.21301217249477822,80.663,-0.21355553856556714,85.337,

-0.17870235401657958,20.0,-0.18910293847464696,24.663,-0.1952621259568112,29.337,-0.1990873607095502,34.0,-0.20219550183318416,38.663,-0.20469441310067985,43.337,-0.20627193091146617,48.0,-0.208269594100261,52.663,-0.2092020620769698,57.337,-0.2101098600941466,62.0,-0.21134060592841888,66.663,-0.21163453485273945,71.337,-0.2126566070380387,76.0,-0.21333097747385574,80.663,-0.21387067760609482,85.337,

-0.17865500681114385,20.0,-0.18919730063754364,24.663,-0.1950257139485327,29.337,-0.19945705444465708,34.0,-0.2024123111947622,38.663,-0.20482989963930553,43.337,-0.2065100334821873,48.0,-0.20794168739619906,52.663,-0.20929155967008667,57.337,-0.2103187665559586,62.0,-0.2109343874077784,66.663,-0.21226432033920692,71.337,-0.21260205859798997,76.0,-0.21308307801209248,80.663,-0.21392195126738356,85.337,

-0.1789569434589981,20.0,-0.18924647881522658,24.663,-0.19507979814061768,29.337,-0.19918413427528558,34.0,-0.2021503340320411,38.663,-0.20449134039522973,43.337,-0.20637358160449612,48.0,-0.20807675272610074,52.663,-0.2089922795548561,57.337,-0.2102160970880036,62.0,-0.21134653554461588,66.663,-0.2118320186039166,71.337,-0.21277560965277298,76.0,-0.21325943552449772,80.663,-0.2137891900948777,85.337,

-0.17866995202527702,20.0,-0.1889353799844727,24.663,-0.19488304294786066,29.337,-0.19896058076440576,34.0,-0.20206245239557455,38.663,-0.20486451055735982,43.337,-0.20651372162919596,48.0,-0.2079163262054431,52.663,-0.20896602902360487,57.337,-0.21030642591832518,62.0,-0.2109564911329053,66.663,-0.21213041909791056,71.337,-0.21253328974837182,76.0,-0.21339348803800678,80.663,-0.21371984425152638,85.337,

-0.17884476783538486,20.0,-0.18917953908922908,24.663,-0.19533591739561548,29.337,-0.19910896005044165,34.0,-0.20218313862791898,38.663,-0.20457330072941846,43.337,-0.2064003787923172,48.0,-0.2076797348238731,52.663,-0.20919047481999384,57.337,-0.21023608719166903,62.0,-0.21132849973785647,66.663,-0.21237412531800853,71.337,-0.21290489569398877,76.0,-0.2131786166072825,80.663,-0.21374943947859865,85.337,

-0.1787018757507714,20.0,-0.1890704393558353,24.663,-0.19503470752153101,29.337,-0.19907881872606742,34.0,-0.2023714186500796,38.663,-0.20468336881160795,43.337,-0.2062101097269488,48.0,-0.20805582071475048,52.663,-0.20908582578336907,57.337,-0.21018265774619524,62.0,-0.21123264364840766,66.663,-0.21194227055197737,71.337,-0.212681717637552,76.0,-0.21329433943477893,80.663,-0.21385172930961727,85.337,

-0.17900873026838304,20.0,-0.1893054474846337,24.663,-0.19523307283158944,29.337,-0.19927139715904973,34.0,-0.20219990855715944,38.663,-0.2047561406511227,43.337,-0.20628717171118566,48.0,-0.20782744400249448,52.663,-0.20925112450386374,57.337,-0.2103006258712461,62.0,-0.2114506801606896,66.663,-0.21181891772305508,71.337,-0.21258325801111427,76.0,-0.21328740806487156,80.663,-0.21348187597942367,85.337,

-0.17862045433121387,20.0,-0.1893062933719929,24.663,-0.19514202896497487,29.337,-0.19934304384838386,34.0,-0.20227556034694183,38.663,-0.20464594185016552,43.337,-0.2064582779206197,48.0,-0.207909432012348,52.663,-0.2092517408813209,57.337,-0.21029643011347807,62.0,-0.21114778903044054,66.663,-0.21232626963885656,71.337,-0.21279280558827282,76.0,-0.21323864228467623,80.663,-0.21375265909587526,85.337,

-0.17854059365219063,20.0,-0.18893682954099303,24.663,-0.19508417361888175,29.337,-0.19918852774892692,34.0,-0.20232587562850532,38.663,-0.20464508288716582,43.337,-0.2064963874565276,48.0,-0.20785489569567175,52.663,-0.20917321745211434,57.337,-0.21015292111587772,62.0,-0.21107022808021578,66.663,-0.21196983543839296,71.337,-0.21272612659607085,76.0,-0.21350267427752945,80.663,-0.21367402910029934,85.337,

-0.17864699626831293,20.0,-0.1892679874762093,24.663,-0.19520474988606923,29.337,-0.19934560711295762,34.0,-0.20229906498090597,38.663,-0.2048502732970994,43.337,-0.20620728300471464,48.0,-0.2078946589014777,52.663,-0.2089683705922969,57.337,-0.21016933167803667,62.0,-0.2115374138479228,66.663,-0.21191371759188948,71.337,-0.21251782977680414,76.0,-0.21329198771460395,80.663,-0.21404841276643544,85.337,

-0.17866265873287615,20.0,-0.18894057423839586,24.663,-0.1953479530891059,29.337,-0.19931374986272993,34.0,-0.2022440992796733,38.663,-0.20455784063137902,43.337,-0.20639632229115648,48.0,-0.20793183831369025,52.663,-0.20921217021930044,57.337,-0.2102733537604268,62.0,-0.21141868202473285,66.663,-0.21189270511171146,71.337,-0.21266155488953936,76.0,-0.21342715871355017,80.663,-0.21363378779360792,85.337,

-0.17882228638825798,20.0,-0.1891494539210154,24.663,-0.19494015751508026,29.337,-0.19923795565750854,34.0,-0.20212536409083054,38.663,-0.20457955845610046,43.337,-0.20645840085227152,48.0,-0.2078647440203918,52.663,-0.20906043555966375,57.337,-0.2100522426589713,62.0,-0.2112978643184916,66.663,-0.2121558873899502,71.337,-0.21274591952492397,76.0,-0.213214755346381,80.663,-0.21390907068008808,85.337,

-0.17865285471870615,20.0,-0.18929892209191387,24.663,-0.1949292204305374,29.337,-0.19909334014140287,34.0,-0.20230237036436569,38.663,-0.20465931722635589,43.337,-0.20644426381136177,48.0,-0.20761450354882585,52.663,-0.20889800268456885,57.337,-0.2103567766767749,62.0,-0.21132948799281678,66.663,-0.2118454904434154,71.337,-0.21271128215651927,76.0,-0.21318468089354353,80.663,-0.21377581587937436,85.337,

